"profile","Park","year","rate_percent"
44,"Delaura Beach Rd OBA","19",-2.26647995070181
44,"Delaura Beach Rd OBA","20",1.56071945263416
44,"Delaura Beach Rd OBA","21",-3.15163618359364
44,"Delaura Beach Rd OBA","22",5.86119348039692
45,"Slusher Lake Rd OBA","97",NA
45,"Slusher Lake Rd OBA","98",0.597642804488145
45,"Slusher Lake Rd OBA","99",3.70475132101414
45,"Slusher Lake Rd OBA","10",-0.768635147639447
45,"Slusher Lake Rd OBA","12",7.49176575496127
45,"Slusher Lake Rd OBA","13",0.84427695278132
45,"Slusher Lake Rd OBA","14",-1.18797403295165
45,"Slusher Lake Rd OBA","15",3.2645388352172
45,"Slusher Lake Rd OBA","16",-5.16145629797999
45,"Slusher Lake Rd OBA","17",-4.83855323136388
45,"Slusher Lake Rd OBA","18",12.2900982860606
45,"Slusher Lake Rd OBA","19",-18.8495600050335
45,"Slusher Lake Rd OBA","20",5.17048616025761
45,"Slusher Lake Rd OBA","21",2.198524930815
45,"Slusher Lake Rd OBA","22",2.88875881837651
46,"Del Rey Beach Rd OBA","97",NA
46,"Del Rey Beach Rd OBA","98",7.12176891374452
46,"Del Rey Beach Rd OBA","99",2.69519129603832
46,"Del Rey Beach Rd OBA","10",13.1358303713654
47,"Seaside Beach","97",NA
47,"Seaside Beach","98",7.1195895463413
47,"Seaside Beach","99",-4.83304517993703
47,"Seaside Beach","10",-0.433665269182564
48,"Quinault Beach, North Beach","99",NA
48,"Quinault Beach, North Beach","10",20.288463332598
48,"Quinault Beach, North Beach","11",12.652882457274
48,"Quinault Beach, North Beach","12",-0.590279647938063
48,"Quinault Beach, North Beach","13",0.173581144881713
48,"Quinault Beach, North Beach","14",2.22760449487854
48,"Quinault Beach, North Beach","15",-1.39778146018017
48,"Quinault Beach, North Beach","16",0.00520015635654283
48,"Quinault Beach, North Beach","17",-3.36812305456878
48,"Quinault Beach, North Beach","18",-3.18122977891681
48,"Quinault Beach, North Beach","19",7.38031865975764
49,"Chautauqua Resort, Long Beach","10",NA
49,"Chautauqua Resort, Long Beach","11",-1.51278188561653
49,"Chautauqua Resort, Long Beach","12",-1.09009975540049
49,"Chautauqua Resort, Long Beach","13",11.3615207976056
49,"Chautauqua Resort, Long Beach","14",-0.758629638850955
49,"Chautauqua Resort, Long Beach","15",-4.18122696964724
49,"Chautauqua Resort, Long Beach","16",-5.83845119719627
49,"Chautauqua Resort, Long Beach","17",-0.802029014872553
49,"Chautauqua Resort, Long Beach","18",6.63582451103068
49,"Chautauqua Resort, Long Beach","19",-6.47106017510787
50,"Seaview, Long Beach","10",NA
50,"Seaview, Long Beach","11",4.35008423300868
50,"Seaview, Long Beach","12",4.88063218826219
50,"Seaview, Long Beach","13",0.865945896649156
50,"Seaview, Long Beach","14",-2.59081944268234
50,"Seaview, Long Beach","15",2.90195131740015
50,"Seaview, Long Beach","16",-6.82304786724228
50,"Seaview, Long Beach","17",-4.75709774069649
50,"Seaview, Long Beach","18",5.67131723674184
50,"Seaview, Long Beach","19",-6.41744992776507
51,"Beard's Hollow Cape Disappointment, Long Beach","10",NA
51,"Beard's Hollow Cape Disappointment, Long Beach","11",1.40229101216157
51,"Beard's Hollow Cape Disappointment, Long Beach","12",-3.55441312212864
51,"Beard's Hollow Cape Disappointment, Long Beach","13",-0.150500433468097
51,"Beard's Hollow Cape Disappointment, Long Beach","14",3.98249474606712
51,"Beard's Hollow Cape Disappointment, Long Beach","15",7.45579301211336
51,"Beard's Hollow Cape Disappointment, Long Beach","16",0.107667522493481
51,"Beard's Hollow Cape Disappointment, Long Beach","17",-7.40779162559716
51,"Beard's Hollow Cape Disappointment, Long Beach","18",0.554427842756659
51,"Beard's Hollow Cape Disappointment, Long Beach","19",-12.0845382464515
52,"A Loop Cape Disappointment, Long Beach","10",NA
52,"A Loop Cape Disappointment, Long Beach","11",-1.08761067264758
52,"A Loop Cape Disappointment, Long Beach","12",-2.17166588136097
52,"A Loop Cape Disappointment, Long Beach","13",9.17206673709342
52,"A Loop Cape Disappointment, Long Beach","14",-5.88154889972009
52,"A Loop Cape Disappointment, Long Beach","15",6.35359087423448
52,"A Loop Cape Disappointment, Long Beach","16",-1.78712585724112
52,"A Loop Cape Disappointment, Long Beach","17",-17.1549893751652
52,"A Loop Cape Disappointment, Long Beach","18",5.43100061669831
52,"A Loop Cape Disappointment, Long Beach","19",-7.81652114051005
53,"Benson Beach North Cape Disappointment, Long Beach","10",NA
53,"Benson Beach North Cape Disappointment, Long Beach","11",-0.206087877542395
53,"Benson Beach North Cape Disappointment, Long Beach","12",9.10772082304003
53,"Benson Beach North Cape Disappointment, Long Beach","13",1.37876804087182
53,"Benson Beach North Cape Disappointment, Long Beach","14",3.28548418549157
53,"Benson Beach North Cape Disappointment, Long Beach","15",-12.3045043800479
53,"Benson Beach North Cape Disappointment, Long Beach","16",-18.2783390729806
53,"Benson Beach North Cape Disappointment, Long Beach","17",-3.11442472473061
53,"Benson Beach North Cape Disappointment, Long Beach","18",8.0101931765987
53,"Benson Beach North Cape Disappointment, Long Beach","19",-2.3093393579972
54,"Benson Beach South Cape Disappointment, Long Beach","10",NA
54,"Benson Beach South Cape Disappointment, Long Beach","11",14.0026617022091
54,"Benson Beach South Cape Disappointment, Long Beach","12",3.25560633764372
54,"Benson Beach South Cape Disappointment, Long Beach","13",-4.11480701832702
54,"Benson Beach South Cape Disappointment, Long Beach","14",-2.55854173988683
54,"Benson Beach South Cape Disappointment, Long Beach","15",3.20816612527469
54,"Benson Beach South Cape Disappointment, Long Beach","16",-18.7938549023691
54,"Benson Beach South Cape Disappointment, Long Beach","17",-8.14239754555602
54,"Benson Beach South Cape Disappointment, Long Beach","18",11.464492823134
54,"Benson Beach South Cape Disappointment, Long Beach","19",-10.0358030477583
